Type,ID,k,K,delta,b,I0,r,PS,P0,maxViral,TimeMax,cumViral
Needle SAT1 Hapto,SAT1,0.1762054,8.802618,2.859876,0.3703474,2.422904,4.374339,0.01471628,0.01556385,8.6568,2.7775,25.73009
Needle SAT1 Hapto,SAT1,0.1553098,9.581641,2.82478,0.3433225,2.547903,4.360228,0.01749786,0.01839094,9.414539,2.7525,27.18976
Needle SAT1 Hapto,SAT1,0.1620699,8.73695,2.604068,0.3819011,2.533071,3.805903,0.01266798,0.01335298,8.554885,3.0575,24.72629
Needle SAT1 Hapto,SAT1,0.1708173,10.19977,2.831917,0.3508158,2.520672,3.820343,0.01507403,0.01576264,9.995457,2.9925,27.74378
Needle SAT1 Hapto,SAT1,0.2140648,9.701725,2.71879,0.3646831,1.988948,3.857703,0.01642627,0.01660038,9.527892,2.9825,27.08155
Needle SAT1 Hapto,SAT1,0.1525637,9.613913,2.570381,0.3804304,2.629695,3.625887,0.01594934,0.01584614,9.339045,3.1025,25.33969
Needle SAT1 Hapto,SAT1,0.1474587,9.80944,2.935951,0.3555459,2.661346,4.17339,0.01732781,0.01645212,9.589052,2.845,26.38468
Needle SAT1 Hapto,SAT1,0.169524,9.481078,2.595828,0.3666066,2.257923,3.991939,0.01598594,0.01528555,9.316762,2.9275,26.45022
Needle SAT1 Hapto,SAT1,0.1352436,9.042095,2.614802,0.3821076,2.862034,3.746434,0.01653952,0.0163733,8.852442,2.99,24.70563
Needle SAT1 Hapto,SAT1,0.1266905,8.939629,2.924783,0.337865,2.810176,4.387562,0.0165067,0.01753706,8.776301,2.7575,27.23939
Needle SAT1 Hapto,SAT1,0.1241726,8.555231,2.595332,0.3584382,3.007684,4.298934,0.01590209,0.01685111,8.444566,2.7875,25.91722
Needle SAT1 Hapto,SAT1,0.1278833,10.09258,2.613249,0.3493882,2.907194,3.597754,0.01743575,0.01637682,9.868554,3.1025,26.42587
Needle SAT1 Hapto,SAT1,0.1486954,8.899305,2.915841,0.3737841,2.770376,4.355058,0.01772845,0.01702027,8.709295,2.755,24.69775
Needle SAT1 Hapto,SAT1,0.1346824,9.140897,2.861082,0.3305524,2.729156,4.696316,0.01835444,0.01839422,9.046823,2.6125,28.81436
Needle SAT1 Hapto,SAT1,0.1442998,9.346647,2.70008,0.3671964,2.789627,3.843866,0.01601401,0.01616454,9.18393,2.99,25.3845
Needle SAT1 Hapto,SAT1,0.1690877,9.937196,2.655461,0.3545988,2.530134,3.707135,0.01746749,0.01587954,9.715617,3.0475,26.72594
Needle SAT1 Hapto,SAT1,0.1087404,9.225031,2.728913,0.3669179,2.950122,4.302122,0.01620129,0.01691063,9.006163,2.7875,25.86823
Needle SAT1 Hapto,SAT1,0.1623214,9.737732,2.736882,0.37198,2.604772,3.737863,0.01727146,0.01570133,9.49039,3,25.08623
Needle SAT1 Hapto,SAT1,0.1463785,9.453236,2.512478,0.3618984,2.680927,3.752789,0.01589637,0.01518686,9.226053,3.04,26.08223
Needle SAT1 Hapto,SAT1,0.1526567,10.41336,2.737963,0.3443471,2.694876,3.694791,0.01657511,0.01632375,10.19174,3.0525,27.23934
Needle SAT1 Hapto,SAT1,0.1477175,8.888337,2.488541,0.3953308,2.752396,3.799389,0.01626925,0.01479023,8.718451,2.9875,24.72318
Needle SAT1 Hapto,SAT1,0.1596341,9.351579,2.664964,0.3809878,2.65285,3.562561,0.01437887,0.0130717,9.130019,3.16,24.77553
Needle SAT1 Hapto,SAT1,0.1829805,9.607006,2.606499,0.3576052,2.183195,3.778229,0.01491552,0.01486004,9.421594,3.0825,26.90229
Needle SAT1 Hapto,SAT1,0.1823787,9.72148,2.723533,0.3753278,2.433927,3.797929,0.01814203,0.01649276,9.489976,2.9625,25.05037
Needle SAT1 Hapto,SAT1,0.1216681,9.256402,2.838905,0.3590892,3.022147,4.316643,0.01719668,0.01712753,9.092644,2.7625,26.47318
Needle SAT1 Hapto,SAT1,0.1336079,9.149032,2.692062,0.3478899,2.909588,4.345929,0.01602696,0.01571292,9.021235,2.81,27.05937
Needle SAT1 Hapto,SAT1,0.1567755,9.850485,2.62263,0.3406558,2.646467,3.973645,0.01803491,0.01639538,9.685574,2.9275,27.64175
Needle SAT1 Hapto,SAT1,0.1466075,8.788848,2.862912,0.3738708,2.89141,4.251276,0.01613639,0.01546079,8.588386,2.8325,25.29941
Needle SAT1 Hapto,SAT1,0.144429,7.845115,2.695633,0.410696,2.640524,3.905141,0.01345656,0.01341218,7.716285,2.9825,23.24959
Needle SAT1 Hapto,SAT1,0.1490582,8.341676,2.874261,0.4019321,2.676192,4.361417,0.01602964,0.0145724,8.162822,2.76,23.86203
Needle SAT1 Hapto,SAT1,0.2003334,9.26228,2.653445,0.3987548,2.246338,3.71363,0.01469569,0.01399837,9.034519,3.0475,23.76126
Needle SAT1 Hapto,SAT1,0.1477715,9.883031,2.751538,0.3354271,2.722545,4.033846,0.0148147,0.01571986,9.713435,2.955,28.06065
Needle SAT1 Hapto,SAT1,0.147939,8.734447,2.796863,0.3619062,2.716894,4.452961,0.01727061,0.01738558,8.632187,2.6775,26.28095
Needle SAT1 Hapto,SAT1,0.1465193,9.338595,2.631426,0.3681329,2.759374,3.806448,0.01343289,0.01492544,9.150014,2.9975,25.54599
Needle SAT1 Hapto,SAT1,0.1603349,9.117293,2.746202,0.3774453,2.583701,3.738766,0.01624464,0.01551699,8.912085,3.04,24.99754
Needle SAT1 Hapto,SAT1,0.1643282,9.40091,2.994201,0.3808433,2.465492,4.14153,0.01538695,0.01523528,9.154419,2.875,25.06433
Needle SAT1 Hapto,SAT1,0.148135,9.34224,2.572566,0.3453048,2.629355,3.879682,0.0167286,0.01593902,9.187372,3.0025,27.58325
Needle SAT1 Hapto,SAT1,0.1887762,8.588529,2.941417,0.4108316,2.335629,4.30374,0.01488379,0.01421222,8.443255,2.7925,24.78149
Needle SAT1 Hapto,SAT1,0.176874,9.141647,2.66234,0.382839,2.498364,3.699367,0.0167705,0.01574537,8.9453,3.045,25.21675
Needle SAT1 Hapto,SAT1,0.1708551,8.978226,2.781157,0.3634797,2.305913,3.96064,0.01564962,0.01574531,8.824015,2.96,26.428
Needle SAT1 Hapto,SAT1,0.1572269,9.341892,2.686569,0.3445659,2.495251,3.972763,0.01606276,0.01640133,9.198696,2.9475,27.31211
Needle SAT1 Hapto,SAT1,0.1607314,9.453406,2.966136,0.3527828,2.621968,4.34894,0.01837614,0.01753292,9.275633,2.7525,26.66452
Needle SAT1 Hapto,SAT1,0.1527285,8.840187,2.613516,0.3878558,2.645556,3.819181,0.01626958,0.01621568,8.674649,3.025,25.57737
Needle SAT1 Hapto,SAT1,0.1528672,9.408093,2.861828,0.3438319,2.607084,4.39459,0.01630888,0.01718206,9.24711,2.7575,27.31424
Needle SAT1 Hapto,SAT1,0.1475534,9.6522,2.548347,0.3626589,2.615736,3.655465,0.01478423,0.01483791,9.465501,3.105,25.86613
Needle SAT1 Hapto,SAT1,0.1829038,9.545175,2.750221,0.3878974,2.422484,3.613776,0.01558999,0.01631091,9.324714,3.0475,24.55045
Needle SAT1 Hapto,SAT1,0.1480009,9.709878,2.696484,0.3769309,2.813418,3.665146,0.01382317,0.01452652,9.449147,3.07,25.10851
Needle SAT1 Hapto,SAT1,0.126536,8.832283,2.815365,0.3601593,2.985267,4.408082,0.01468245,0.01463739,8.629071,2.7825,25.55683
Needle SAT1 Hapto,SAT1,0.1646268,7.979014,2.632095,0.3899468,2.449518,4.266791,0.01415364,0.01494301,7.871554,2.825,24.55234
Needle SAT1 Hapto,SAT1,0.152868,9.342834,2.724846,0.3813968,2.626467,3.927809,0.01509244,0.01425497,9.128792,2.9625,25.3863
Needle SAT1 Hapto,SAT1,0.1373937,8.951141,2.7522,0.3650134,2.817719,4.199379,0.01409183,0.01487575,8.767049,2.885,25.29213
Needle SAT1 Hapto,SAT1,0.1928168,8.593365,2.671243,0.3684044,2.131833,4.504009,0.01378287,0.0153143,8.459106,2.8125,25.97529
Needle SAT1 Hapto,SAT1,0.1378535,9.182464,2.721346,0.3867836,2.834234,3.964929,0.01443025,0.01457515,8.971507,2.9,24.52733
Needle SAT1 Hapto,SAT1,0.1567671,9.154614,2.859664,0.3529159,2.669327,4.80486,0.01734341,0.01646623,9.003615,2.6,26.88142
Needle SAT1 Hapto,SAT1,0.1596224,9.972285,2.783454,0.3527791,2.730085,3.865975,0.01807209,0.01642918,9.740416,2.9475,26.4867
Needle SAT1 Hapto,SAT1,0.1610593,9.233526,2.620368,0.3685891,2.536557,4.081091,0.01599957,0.01508192,9.06801,2.89,26.00334
Needle SAT1 Hapto,SAT1,0.1811165,10.09796,2.618178,0.3441056,2.261379,3.788348,0.01672225,0.01617305,9.899756,3.0375,28.03738
Needle SAT1 Hapto,SAT1,0.1491152,9.14,2.748748,0.3608091,2.563534,4.327699,0.01537523,0.01538387,8.974,2.8,26.20526
Needle SAT1 Hapto,SAT1,0.1407926,10.11658,2.638452,0.351024,2.844737,3.736475,0.01771066,0.0161006,9.893109,3,26.46288
Needle SAT1 Hapto,SAT1,0.1421063,8.297525,2.671862,0.3873491,2.773655,4.100382,0.01508223,0.01569883,8.170722,2.88,24.67808
Needle SAT1 Hapto,SAT1,0.1398054,8.911517,2.77443,0.3884865,2.858954,4.014761,0.01729368,0.01657509,8.708791,2.8525,23.69325
Needle SAT1 Hapto,SAT1,0.1412238,8.768839,2.435462,0.3893389,2.777602,3.805299,0.01668274,0.01591696,8.631755,3.015,24.59276
Needle SAT1 Hapto,SAT1,0.1730369,9.382484,2.704308,0.3645054,2.428633,3.924638,0.01595798,0.01585983,9.208072,2.9775,26.40132
Needle SAT1 Hapto,SAT1,0.1680474,9.526993,2.736489,0.3658061,2.511635,4.242182,0.01678926,0.01606983,9.34855,2.8225,27.18938
Needle SAT1 Hapto,SAT1,0.1785059,8.98714,2.678523,0.3777699,2.465367,3.840276,0.01613571,0.01610272,8.847067,3.005,25.84991
Needle SAT1 Hapto,SAT1,0.129398,8.432534,2.655162,0.3936891,2.946983,4.222812,0.01337196,0.01352302,8.226519,2.88,24.12846
Needle SAT1 Hapto,SAT1,0.1363917,9.667622,2.797032,0.3387162,2.806463,3.945392,0.0186662,0.01791558,9.48149,2.925,27.45043
Needle SAT1 Hapto,SAT1,0.1633998,9.898328,2.705804,0.3513867,2.615651,3.784302,0.01725839,0.01639296,9.682155,2.99,26.66991
Needle SAT1 Hapto,SAT1,0.1718062,8.671501,2.772394,0.410734,2.411593,4.112802,0.01652695,0.01660203,8.478147,2.8625,24.11176
Needle SAT1 Hapto,SAT1,0.1290305,8.524468,2.559452,0.3872366,2.903863,3.703742,0.0136397,0.01515522,8.367216,3.0425,24.33051
Needle SAT1 Hapto,SAT1,0.1912477,9.276978,2.88597,0.3585132,2.146276,4.684551,0.01810213,0.0172024,9.109606,2.655,26.89382
Needle SAT1 Hapto,SAT1,0.1202605,9.529173,2.620038,0.3617615,2.891799,3.957143,0.01592154,0.01669012,9.381624,2.895,27.02479
Needle SAT1 Hapto,SAT1,0.148514,9.672979,2.869986,0.3608479,2.816098,4.185256,0.01672351,0.01586551,9.440237,2.835,25.96515
Needle SAT1 Hapto,SAT1,0.1502176,9.376252,2.685855,0.3646692,2.642902,3.683935,0.01543401,0.01472984,9.1574,3.1025,25.47808
Needle SAT1 Hapto,SAT1,0.1395062,8.954158,2.543847,0.3556313,2.704076,3.645324,0.01494024,0.01419995,8.787937,3.165,26.11811
Needle SAT1 Hapto,SAT1,0.1600711,10.15631,2.585237,0.343165,2.555038,3.738366,0.01789755,0.0162705,9.969743,3.035,27.53065
Needle SAT1 Hapto,SAT1,0.202047,9.933489,2.774495,0.3695047,2.159636,3.745567,0.01600448,0.01520746,9.714266,3.0225,25.86004
Needle SAT1 Hapto,SAT1,0.1591785,9.192461,2.921313,0.3598453,2.385222,4.573418,0.01449294,0.01578124,9.02423,2.7125,26.49041
Needle SAT1 Hapto,SAT1,0.1780416,9.430909,2.849674,0.3333202,2.346635,4.810835,0.01831846,0.01838212,9.30543,2.635,28.49827
Needle SAT1 Hapto,SAT1,0.1597961,8.473926,2.660625,0.4122669,2.60561,3.804994,0.01400328,0.0155592,8.281546,3.0075,23.21863
Needle SAT1 Hapto,SAT1,0.1628591,8.951517,2.891149,0.3545597,2.595899,4.801002,0.01612458,0.01688665,8.804716,2.625,26.99521
Needle SAT1 Hapto,SAT1,0.1464343,9.972908,2.760197,0.3548354,2.812121,4.10276,0.01661333,0.01586299,9.71179,2.8975,26.61132
Needle SAT1 Hapto,SAT1,0.1550742,10.26621,2.710947,0.3752517,2.74348,3.489436,0.01450981,0.01379324,9.959983,3.165,25.50329
Needle SAT1 Hapto,SAT1,0.1523969,8.493657,2.738092,0.3401879,2.554842,4.886622,0.01606521,0.01694742,8.386487,2.6325,28.38534
Needle SAT1 Hapto,SAT1,0.1549874,9.408984,2.729764,0.3781557,2.62816,3.914846,0.01792017,0.01704945,9.20997,2.8925,25.38033
Needle SAT1 Hapto,SAT1,0.1486427,9.611021,2.791818,0.3620855,2.588883,4.113998,0.01583882,0.01584015,9.401136,2.87,26.03567
Needle SAT1 Hapto,SAT1,0.1526147,9.400584,2.721342,0.381069,2.644539,3.582031,0.01559136,0.01556385,9.178286,3.0875,24.80928
Needle SAT1 Hapto,SAT1,0.161579,9.660192,2.965339,0.3308296,2.638536,4.606291,0.01969121,0.01972765,9.523636,2.625,28.27484
Needle SAT1 Hapto,SAT1,0.2184537,10.03705,2.961933,0.3567078,2.07621,4.261584,0.01726948,0.01704948,9.826278,2.8025,27.18165
Needle SAT1 Hapto,SAT1,0.1277188,8.668205,2.899889,0.3625378,2.871911,4.507367,0.01701591,0.01626389,8.48416,2.74,26.07311
Needle SAT1 Hapto,SAT1,0.1588029,8.389496,2.775668,0.3754881,2.540542,4.912701,0.01532732,0.01610139,8.297425,2.5675,26.73435
Needle SAT1 Hapto,SAT1,0.1517429,8.873647,2.727301,0.3639468,2.590327,4.623037,0.0140793,0.01480622,8.658578,2.755,26.3089
Needle SAT1 Hapto,SAT1,0.1423578,9.1167,2.822499,0.3738461,2.803428,4.623075,0.01604144,0.0160578,8.903801,2.66,25.13356
Needle SAT1 Hapto,SAT1,0.177227,9.238993,2.721839,0.3534247,2.364479,4.233164,0.01673723,0.01600278,9.089701,2.84,26.77045
Needle SAT1 Hapto,SAT1,0.175778,10.17984,2.714061,0.372451,2.383453,3.53525,0.01510055,0.01444311,9.928576,3.14,26.05071
Needle SAT1 Hapto,SAT1,0.1872182,10.07307,2.591817,0.3645535,2.393893,3.633265,0.01600366,0.01556532,9.847076,3.09,26.71285
Needle SAT1 Hapto,SAT1,0.1671087,9.578508,2.664431,0.3544247,2.436473,4.036705,0.01613971,0.01619667,9.387482,2.955,27.23461
Needle SAT1 Hapto,SAT1,0.1712788,9.526403,2.766615,0.3461934,2.499807,4.02693,0.01679315,0.01717075,9.357856,2.915,27.09023
Needle SAT1 Hapto,SAT1,0.1645172,9.964136,2.685446,0.3648217,2.452191,3.648556,0.01603068,0.01517573,9.750596,3.0725,26.10777
Needle SAT1 Hapto,SAT1,0.1400081,9.441983,2.696988,0.3754069,2.821939,3.758182,0.01777915,0.01616286,9.230554,2.98,24.52093
Needle SAT1 Hapto,SAT1,0.1592199,8.475346,2.754018,0.3791378,2.440356,4.475668,0.0153857,0.01545909,8.337766,2.77,26.52508
Needle SAT1 Hapto,SAT1,0.1532823,8.420138,2.841008,0.3570274,2.638372,4.720381,0.01673047,0.01660505,8.3017,2.65,26.91474
Needle SAT1 Hapto,SAT1,0.1549114,8.377518,2.623046,0.3649583,2.698527,3.975787,0.01427996,0.01506668,8.249615,2.9575,25.50403
Needle SAT1 Hapto,SAT1,0.1407126,10.25871,2.860584,0.3293589,2.793126,4.197443,0.01732188,0.01645172,10.04647,2.845,29.03536
Needle SAT1 Hapto,SAT1,0.1683175,9.493047,2.830268,0.3753098,2.441484,3.873877,0.01653751,0.01559295,9.265127,2.9575,25.1626
Needle SAT1 Hapto,SAT1,0.1610903,9.948502,2.710893,0.3626943,2.635252,3.9102,0.01844008,0.01676371,9.718448,2.9375,26.43092
Needle SAT1 Hapto,SAT1,0.1420107,9.307955,2.711138,0.3533281,2.796058,4.197562,0.01656974,0.01667485,9.164666,2.8675,27.0601
Needle SAT1 Hapto,SAT1,0.1359721,9.734055,2.459763,0.3659524,2.877659,3.597816,0.01509965,0.01500354,9.495967,3.11,25.83856
Needle SAT1 Hapto,SAT1,0.1410664,8.880366,2.720742,0.3633187,2.713164,4.260363,0.01722375,0.01628406,8.71013,2.8525,26.26511
Needle SAT1 Hapto,SAT1,0.1602656,8.948236,2.780025,0.3748715,2.584224,4.327339,0.01645171,0.01654132,8.773495,2.7525,25.39455
Needle SAT1 Hapto,SAT1,0.1527405,9.647846,2.733248,0.3504812,2.807397,3.909028,0.01908426,0.01734932,9.467991,2.9075,26.62339
Needle SAT1 Hapto,SAT1,0.1536398,7.745375,2.883724,0.3563939,2.419826,5.119093,0.01739302,0.01719389,7.690683,2.49,26.53402
Needle SAT1 Hapto,SAT1,0.1238069,9.009673,2.844902,0.3534466,3.006449,4.39073,0.01570812,0.01570307,8.828271,2.76,26.2509
Needle SAT1 Hapto,SAT1,0.1846085,10.43766,2.787579,0.3680824,2.336939,3.450421,0.01468922,0.01452628,10.13597,3.195,26.06796
Needle SAT1 Hapto,SAT1,0.1139739,8.263267,2.731639,0.3907136,2.976264,4.305524,0.01613588,0.01531112,8.135139,2.78,24.68355
Needle SAT1 Hapto,SAT1,0.1417499,8.494988,2.710713,0.3623875,2.58083,4.789343,0.0159907,0.01670502,8.400451,2.5925,26.80036
Needle SAT1 Hapto,SAT1,0.1815114,9.185768,2.727644,0.3429384,2.277954,4.652075,0.01724139,0.01725568,9.094764,2.685,29.17563
Needle SAT1 Hapto,SAT1,0.1810084,9.661082,2.565486,0.3621344,2.450454,3.709328,0.0153021,0.01554733,9.452225,3.095,26.28978
Needle SAT1 Hapto,SAT1,0.1593772,9.64729,2.893714,0.3667631,2.649665,4.196127,0.01585137,0.01512813,9.42121,2.84,25.87317
Needle SAT1 Hapto,SAT1,0.1665753,9.857582,2.765053,0.376467,2.597387,3.603924,0.01611939,0.01525014,9.563445,3.09,24.97487
Needle SAT1 Hapto,SAT1,0.146523,9.823555,2.639632,0.3660451,2.845205,3.72905,0.01667457,0.01571301,9.600176,3,25.18973
Needle SAT1 Hapto,SAT1,0.1523283,8.952616,2.789761,0.3548577,2.654156,4.585676,0.01644207,0.01663917,8.779197,2.7025,26.95755
Needle SAT1 Hapto,SAT1,0.1447204,9.101835,2.672629,0.3753028,2.744305,3.784742,0.01476131,0.01481806,8.923459,3.0225,24.86258
Needle SAT1 Hapto,SAT1,0.1484069,8.047121,2.862313,0.3670274,2.55465,4.951448,0.01744601,0.01658271,7.973785,2.5475,25.87193
Needle SAT1 Hapto,SAT1,0.159984,8.806399,2.715012,0.3883748,2.552747,4.065455,0.01460721,0.01456849,8.644052,2.89,24.43341
Needle SAT1 Hapto,SAT1,0.1572341,9.625601,2.575402,0.3781437,2.649961,3.597253,0.01537419,0.01542077,9.399355,3.085,25.32604
Needle SAT1 Hapto,SAT1,0.1448299,9.660435,2.697092,0.3562148,2.836701,4.055015,0.01885499,0.0171409,9.472146,2.905,26.21816
Needle SAT1 Hapto,SAT1,0.1742133,10.10687,2.694691,0.3555482,2.341939,3.635412,0.01758408,0.01668324,9.892486,3.075,27.22421
Needle SAT1 Hapto,SAT1,0.1311314,9.533972,2.678674,0.3729115,3.019257,3.918774,0.01747479,0.01660331,9.357077,2.9425,26.2067
Needle SAT1 Hapto,SAT1,0.1512748,9.900968,2.882855,0.3450866,2.665975,4.331319,0.01776893,0.01691788,9.711071,2.765,27.13937
Needle SAT1 Hapto,SAT1,0.134935,9.566903,2.574296,0.3519651,2.970444,3.644544,0.01451978,0.0144385,9.354623,3.1075,26.59415
Needle SAT1 Hapto,SAT1,0.1388315,10.0279,2.668172,0.3668165,2.91075,3.479278,0.01577665,0.01565436,9.755544,3.14,25.295
Needle SAT1 Hapto,SAT1,0.1460489,7.837903,2.625265,0.3731581,2.805027,4.556047,0.01518733,0.01602033,7.754027,2.7075,25.63255
Needle SAT1 Hapto,SAT1,0.184823,10.26575,2.88153,0.3518547,2.302705,4.161173,0.01633988,0.01630934,10.02487,2.85,27.82714
Needle SAT1 Hapto,SAT1,0.1637736,8.964488,2.935684,0.3498622,2.607656,4.649965,0.01726399,0.01735863,8.83084,2.6425,26.9515
Needle SAT1 Hapto,SAT1,0.1228782,9.120928,2.695248,0.3319291,2.832439,4.581818,0.01571942,0.01680463,9.02704,2.7675,27.79347
Needle SAT1 Hapto,SAT1,0.1681816,9.496243,2.679858,0.3604105,2.558611,4.041176,0.01614521,0.01545076,9.342184,2.935,27.03549
Needle SAT1 Hapto,SAT1,0.1413616,10.54126,2.661029,0.326597,2.914759,3.704523,0.01716077,0.01703721,10.33464,3.03,28.57213
Needle SAT1 Hapto,SAT1,0.1549987,9.272219,2.808977,0.3839868,2.741842,3.884447,0.01360352,0.01461416,9.058859,2.9325,24.79556
Needle SAT1 Hapto,SAT1,0.1723594,10.0323,2.849746,0.3519622,2.394024,3.998651,0.01736613,0.01578739,9.817432,2.92,26.7788
Needle SAT1 Hapto,SAT1,0.1435977,9.52487,2.701481,0.3362938,2.544303,4.304133,0.01775328,0.01683248,9.398568,2.8475,27.91479
Needle SAT1 Hapto,SAT1,0.1813491,8.354852,2.849031,0.4075531,2.279014,4.45514,0.01483355,0.01491562,8.20511,2.72,23.93223
Needle SAT1 Hapto,SAT1,0.1634381,10.12973,2.776646,0.3649948,2.536082,3.655287,0.01549385,0.01568911,9.868204,3.0675,26.12257
Needle SAT1 Hapto,SAT1,0.1844864,10.56538,2.737143,0.3391031,2.428662,3.749258,0.01785069,0.01721591,10.33351,3.01,28.80023
Needle SAT1 Hapto,SAT1,0.1544576,9.397075,2.664087,0.3675368,2.673318,3.715895,0.01346691,0.01496323,9.218112,3.0475,26.06021
Needle SAT1 Hapto,SAT1,0.1605755,9.606195,2.550635,0.377824,2.590889,3.61965,0.01429974,0.01508813,9.396852,3.0925,25.83465
Needle SAT1 Hapto,SAT1,0.1812375,9.726795,2.632193,0.3534949,2.326151,3.855053,0.01740468,0.01761133,9.570928,2.9525,26.8495
Needle SAT1 Hapto,SAT1,0.1673209,10.47243,2.55812,0.3449876,2.556668,3.666158,0.01590979,0.01599325,10.23139,3.08,28.25459
Needle SAT1 Hapto,SAT1,0.1303727,9.286512,2.760647,0.347247,2.855322,4.22364,0.01671059,0.0157513,9.128928,2.88,26.92756
Needle SAT1 Hapto,SAT1,0.1462883,8.348566,2.678034,0.3571874,2.549372,4.399722,0.01615449,0.01610914,8.250325,2.8075,26.33828
Needle SAT1 Hapto,SAT1,0.1549546,9.787535,2.762567,0.3663405,2.676157,3.636905,0.01583459,0.01508189,9.528677,3.07,25.62216
Needle SAT1 Hapto,SAT1,0.1789662,10.04465,2.828038,0.3483301,2.475308,3.86659,0.01833389,0.01666718,9.850149,2.9375,26.82376
Needle SAT1 Hapto,SAT1,0.1228337,8.496947,2.609654,0.4077428,2.964134,4.186389,0.01509264,0.0142766,8.319046,2.855,24.26275
Needle SAT1 Hapto,SAT1,0.1391866,9.871652,2.90181,0.3580249,2.830972,4.107542,0.01636636,0.01564315,9.612786,2.8775,25.99805
Needle SAT1 Hapto,SAT1,0.1538375,8.756305,2.677308,0.3742886,2.756794,4.288833,0.01538528,0.01554475,8.570243,2.8325,25.43096
Needle SAT1 Hapto,SAT1,0.1384289,9.491274,2.85232,0.34222,2.783885,4.153415,0.01419676,0.015047,9.312666,2.9025,27.31078
Needle SAT1 Hapto,SAT1,0.1328979,9.763844,2.594488,0.3547345,2.814191,3.714144,0.01741313,0.0170495,9.576885,3.0275,27.13117
Needle SAT1 Hapto,SAT1,0.1549076,9.072136,2.796718,0.3969702,2.699002,4.150569,0.01591654,0.01607014,8.844497,2.835,24.36927
Needle SAT1 Hapto,SAT1,0.1533425,9.750961,2.529423,0.383437,2.647368,3.537097,0.01292346,0.01355173,9.47721,3.14,24.56685
Needle SAT1 Hapto,SAT1,0.1744956,8.905928,2.742001,0.3731186,2.390085,4.235183,0.0159249,0.01522121,8.746759,2.8225,25.17079
Needle SAT1 Hapto,SAT1,0.1509997,8.908043,2.821952,0.3542495,2.664513,4.383359,0.01778686,0.01692402,8.730744,2.775,26.27253
Needle SAT1 Hapto,SAT1,0.1417471,9.357872,2.722723,0.3924622,2.578525,3.622728,0.01557216,0.01480329,9.130128,3.0725,24.94218
Needle SAT1 Hapto,SAT1,0.1647516,9.109063,2.6036,0.352767,2.543393,4.399075,0.01673297,0.01683867,8.988736,2.765,26.58615
Needle SAT1 Hapto,SAT1,0.1752434,10.40485,2.607444,0.3538538,2.458042,3.524927,0.01720935,0.01564487,10.14214,3.1575,27.19036
Needle SAT1 Hapto,SAT1,0.1019267,9.594333,2.709452,0.3350572,3.207824,3.886186,0.01803416,0.01706987,9.449902,2.9475,27.89321
Needle SAT1 Hapto,SAT1,0.1477237,8.291892,2.605256,0.3773853,2.599226,4.430236,0.01525381,0.01609846,8.170863,2.7825,25.94523
Needle SAT1 Hapto,SAT1,0.1643671,9.053995,2.657815,0.3661135,2.507553,4.190542,0.01647619,0.01724835,8.883984,2.8625,25.871
Needle SAT1 Hapto,SAT1,0.1403411,9.220565,2.785362,0.3434051,2.675274,4.399584,0.01758343,0.01770423,9.059881,2.76,27.28082
Needle SAT1 Hapto,SAT1,0.1401335,10.20096,2.688319,0.3377919,2.769636,3.916451,0.01641761,0.01610842,9.964728,2.9725,28.13193
Needle SAT1 Hapto,SAT1,0.1718649,9.861294,2.596246,0.3677544,2.439364,3.588528,0.01535419,0.01531416,9.607587,3.1325,25.7159
Needle SAT1 Hapto,SAT1,0.1681418,8.741165,2.847864,0.3878195,2.497206,4.055556,0.01775373,0.01688519,8.581463,2.855,25.15199
Needle SAT1 Hapto,SAT1,0.1301185,9.876865,2.698925,0.3618342,2.929863,3.600052,0.0159794,0.01586308,9.630518,3.0825,25.44581
Needle SAT1 Hapto,SAT1,0.1551495,9.102031,2.849997,0.3464567,2.489176,4.653079,0.01604172,0.01677537,8.919355,2.7025,27.47355
Needle SAT1 Hapto,SAT1,0.1572701,9.116041,2.545803,0.3535194,2.545956,3.674093,0.01769685,0.01685517,8.974935,3.13,28.01267
Needle SAT1 Hapto,SAT1,0.1723061,9.066247,2.772037,0.3524652,2.426361,4.340698,0.01578386,0.0167818,8.965451,2.7675,27.35667
Needle SAT1 Hapto,SAT1,0.1664656,9.601884,2.871562,0.3549156,2.432431,4.334575,0.01617934,0.01593624,9.408194,2.8,26.41098
Needle SAT1 Hapto,SAT1,0.1306157,9.731461,2.78462,0.3518304,2.989888,3.847705,0.01693845,0.01683068,9.510987,2.9475,26.74483
Needle SAT1 Hapto,SAT1,0.1229693,9.201464,2.740065,0.3425329,2.93235,4.427479,0.01647549,0.01743364,9.034735,2.7475,27.29231
Needle SAT1 Hapto,SAT1,0.1665909,8.733075,2.86278,0.3703115,2.65112,4.33892,0.01455788,0.01617543,8.588075,2.795,26.02993
Needle SAT1 Hapto,SAT1,0.1374392,9.362779,2.693183,0.365598,2.727965,3.82719,0.01706595,0.01626068,9.180043,2.9675,25.831
Needle SAT1 Hapto,SAT1,0.1579212,9.615445,2.696869,0.3749813,2.571581,3.523678,0.01332711,0.0148079,9.38881,3.165,26.14697
Needle SAT1 Hapto,SAT1,0.1492036,10.36401,2.657232,0.3522755,2.739118,3.651631,0.01847699,0.01679726,10.102,3.0425,27.05111
