"ID","k","K","delta","b","r","nu","I0","A0","P0","vmax","tmax","cumviral","start"
"SAT3",0.164919,8.17104,1.35488,0.146128,2.39148,6.09119,3.02105,0.0452285,0.00641081,6.84095,6.67378,33.3067,1.06878
"SAT3",0.134603,8.41826,1.60386,0.143796,2.82556,6.82375,3.29852,0.0465554,0.00668516,6.69918,6.80358,29.8941,1.52608
"SAT3",0.104222,8.29379,1.75903,0.145668,3.42294,8.37387,4.0366,0.0568589,0.00671606,6.85037,6.76975,31.5877,1.99225
"SAT3",0.100236,8.85244,1.86548,0.128507,3.14072,7.42253,3.94478,0.0620565,0.00679705,7.48835,7.4825,30.8579,3.555
"SAT3",0.190781,6.93028,2.0729,0.199351,3.40475,6.85841,3.81667,0.0514482,0.00673561,5.95416,7.145,22.3429,3.8375
"SAT3",0.270549,9.97276,1.57022,0.123018,2.64394,8.10629,3.02565,0.0460351,0.00648505,7.96563,7.14425,34.3873,1.27175
"SAT3",0.117963,9.58927,1.44437,0.13129,2.72977,6.40674,3.74565,0.0568636,0.00716142,8.20013,7.74875,35.9316,3.50125
"SAT3",0.281587,8.07106,1.413,0.175758,2.00912,5.83462,2.73655,0.0544666,0.00589085,6.24498,6.79775,25.6564,0.80025
"SAT3",0.127377,9.41785,1.37052,0.124605,2.30128,5.25509,3.18902,0.0502908,0.00603922,7.72568,7.1245,37.264,1.097
"SAT3",0.137018,9.60941,1.16442,0.132704,1.78401,8.06628,3.36626,0.0328851,0.00584961,7.97855,7.0875,34.7304,0.655
"SAT3",0.165847,9.10777,1.65883,0.166677,2.48583,6.3753,3.53413,0.0347296,0.00619897,7.09597,6.494,26.3998,1.3665
"SAT3",0.218251,10.1695,1.63923,0.236326,2.71415,7.86917,3.50775,0.0493441,0.00599943,7.77125,7.497,24.0555,3.0995
"SAT3",0.147347,9.49566,1.24061,0.133925,1.72316,6.73257,3.72558,0.0498725,0.0058802,7.51891,7.30113,39.5889,0.466125
"SAT3",0.173998,6.64309,1.76795,0.212069,3.06008,7.89136,3.35806,0.0408564,0.00703361,5.3615,6.943,24.0217,2.1805
"SAT3",0.147966,7.96188,1.08505,0.140462,1.89629,5.98575,3.64925,0.0549849,0.00594862,6.46787,7.08052,36.8013,0.670525
"SAT3",0.142823,9.76362,1.48945,0.195532,2.13605,5.03325,3.75917,0.0536521,0.0059096,6.94165,7.58575,22.3982,2.38825
"SAT3",0.246421,9.42925,1.08779,0.157696,1.71569,7.06752,3.25403,0.0350379,0.00581799,7.48823,7.2777,30.7623,0.7127
"SAT3",0.189806,6.97476,1.25968,0.207048,1.86632,6.78235,3.29756,0.0379145,0.00595289,5.53179,7.5455,21.3185,1.6355
"SAT3",0.0750048,8.78216,1.14479,0.151403,1.84944,8.10986,3.66661,0.0400918,0.00596341,7.10287,7.1865,32.4239,0.6915
"SAT3",0.169452,7.76231,1.22336,0.147776,2.00443,4.70203,3.05989,0.046,0.0061847,6.49416,7.02175,30.8148,1.07675
"SAT3",0.132567,8.42558,1.552,0.148127,2.42755,6.30394,3.72659,0.0460001,0.00630931,6.7328,6.93775,29.2985,1.27525
"SAT3",0.260652,6.67531,1.603,0.194425,2.57282,5.97088,2.98248,0.0449592,0.00640665,5.71181,6.54558,28.0194,1.33308
"SAT3",0.162522,7.82295,1.48133,0.172197,2.2498,7.27945,3.37438,0.04397,0.00620074,6.42312,7.16675,25.592,1.72175
"SAT3",0.148834,9.01773,1.32404,0.131227,1.77336,7.87347,3.26186,0.0441555,0.00583028,7.32226,7.10925,38.7485,0.54175
"SAT3",0.0992613,8.57312,1.61134,0.14022,3.519,5.69428,4.06574,0.0436268,0.00686709,7.54878,6.93975,30.2465,3.18975
"SAT3",0.134705,8.01044,1.20827,0.156506,1.7215,8.03311,3.94378,0.0343312,0.00584206,6.57009,7.20247,28.5911,0.647475
"SAT3",0.143919,6.50715,1.31518,0.166665,2.42243,6.30532,3.41714,0.0525672,0.00658257,5.79146,6.75988,31.6349,1.60487
"SAT3",0.10392,9.66201,1.70981,0.125495,2.48086,7.67813,3.83865,0.0548938,0.0061001,7.72217,7.29115,38.4404,2.25115
"SAT3",0.151744,7.63906,1.34666,0.147344,2.18909,6.82616,3.79008,0.043693,0.00633694,6.32395,6.958,29.7723,1.3005
"SAT3",0.105004,9.02115,1.21458,0.135756,1.72223,6.29951,3.55171,0.0449889,0.00579152,7.28203,7.05035,30.1589,0.63035
"SAT3",0.127905,8.24207,1.18047,0.161129,1.67988,7.92258,3.39343,0.0411127,0.00579029,6.63741,7.15725,30.1235,0.40975
"SAT3",0.186044,9.17715,1.62032,0.176431,2.02766,6.83986,3.58127,0.0410996,0.00519988,6.70242,7.04595,25.0952,1.39595
"SAT3",0.167167,7.50951,1.49879,0.174628,2.51822,7.78925,3.65356,0.0328066,0.00661891,6.19887,7.065,27.2759,1.6575
"SAT3",0.160329,8.60294,1.48919,0.156012,2.40484,6.53051,2.99075,0.0381828,0.00682345,7.13581,6.97425,28.4287,1.36425
"SAT3",0.0883795,9.21569,1.57946,0.153217,2.72568,7.19461,3.89973,0.0454914,0.00667228,7.44431,6.88075,29.9452,1.32075
"SAT3",0.207677,8.87032,1.0496,0.143531,2.07772,5.55524,2.93245,0.0490199,0.00622351,7.33432,7.56618,32.1104,1.38618
"SAT3",0.155069,9.64736,2.05874,0.240174,3.56797,6.04406,3.29036,0.0578779,0.00806313,7.65014,7.17,21.3871,4.185
"SAT3",0.120741,7.11857,1.48288,0.169192,2.97392,5.96314,3.42746,0.0380386,0.00760913,6.53381,6.58175,31.1498,2.26175
"SAT3",0.103305,8.52833,1.40506,0.13334,2.31705,6.35061,3.43717,0.0413541,0.00660969,7.29965,7.06375,32.8809,1.31125
"SAT3",0.142469,8.2109,1.70674,0.184254,2.49782,8.26252,4.08348,0.0324936,0.0069368,6.75346,7.07975,25.7637,2.47475
"SAT3",0.150902,8.26841,1.63117,0.156525,2.46539,5.7698,3.38147,0.0559135,0.0059056,6.89058,7.42975,38.2572,1.49475
"SAT3",0.137425,7.70229,1.17801,0.166005,2.02404,6.42997,3.55401,0.0379031,0.00615681,6.50179,6.7455,27.7756,0.9705
"SAT3",0.118292,7.304,1.65451,0.171722,3.98799,6.43014,3.09631,0.0541299,0.00959666,6.66499,7.44025,24.7393,4.40775
"SAT3",0.102706,6.97614,1.22601,0.142385,2.17099,5.63516,3.7849,0.0536535,0.00560369,6.00965,7.45775,27.857,1.48025
"SAT3",0.131196,8.65232,1.49748,0.147831,2.30245,7.662,3.40547,0.04528,0.0059464,7.32706,7.17325,39.2244,0.99825
"SAT3",0.122802,7.41654,1.58274,0.129191,2.92696,7.41838,3.72255,0.0513833,0.00587541,6.45762,5.907,34.8999,1.3495
"SAT3",0.229028,7.19657,1.47433,0.158257,2.9338,4.67239,3.01632,0.0421283,0.00614468,6.09927,7.04307,31.2215,1.37558
"SAT3",0.163942,7.5354,1.59655,0.158885,2.92099,6.57861,3.91633,0.0470437,0.00685692,6.12481,6.65525,26.8688,1.72525
"SAT3",0.169399,8.33903,1.30608,0.124735,1.92071,8.36554,3.5792,0.0528337,0.00559556,6.86472,7.61375,36.8516,1.16125
"SAT3",0.18114,8.7787,1.65776,0.142126,3.09523,6.77733,3.2099,0.0517873,0.00685538,7.41865,7.2175,33.7401,2.28
"SAT3",0.221416,6.9252,1.56946,0.199831,2.70119,6.91856,3.83966,0.0340546,0.00694985,6.0441,7.03525,23.9742,2.81775
"SAT3",0.159005,8.40361,1.93251,0.148416,3.09018,8.20421,3.45125,0.0503123,0.00644754,7.00716,7.35925,27.4705,3.26425
"SAT3",0.0881129,7.74525,1.35364,0.129012,2.54518,7.22876,3.41009,0.0514986,0.00691521,6.56449,7.43675,35.2748,1.67925
"SAT3",0.107521,5.53437,1.47112,0.172111,3.03409,5.71945,3.79978,0.0507822,0.00598503,4.97116,6.52137,25.2887,1.65388
"SAT3",0.194153,7.61237,1.22622,0.159888,1.93469,7.09193,3.02897,0.0416363,0.00613485,6.42886,7.004,29.3599,0.9065
"SAT3",0.160287,7.86214,1.29591,0.151974,1.94777,7.05491,3.83794,0.0484676,0.00614168,6.43115,7.52325,27.522,1.82075
"SAT3",0.11577,8.84677,1.38419,0.138753,2.80446,7.34502,3.40983,0.0490001,0.00724666,7.0437,6.9622,31.6721,0.9172
"SAT3",0.130787,9.26365,1.55828,0.131258,2.70858,7.06566,3.83473,0.0530556,0.00702761,8.05166,7.9575,37.4934,3.365
"SAT3",0.170255,9.50419,1.74803,0.132875,2.94909,7.18895,3.06919,0.0509767,0.00748007,8.12005,7.7115,33.9841,3.7865
"SAT3",0.242267,9.44491,1.60749,0.200385,1.84869,5.96024,3.32257,0.0390573,0.00593399,6.68151,7.4915,22.1846,1.7615
"SAT3",0.135674,8.10647,1.7016,0.187569,2.31007,5.43267,3.35493,0.0475543,0.00571347,5.62074,7.18075,22.0716,1.54325
"SAT3",0.142079,8.6186,1.73305,0.144267,3.04345,6.82417,3.37052,0.0575775,0.00774431,7.55642,7.765,29.9904,4.0075
"SAT3",0.174401,6.24213,0.985242,0.202586,1.85174,5.21849,3.48581,0.0424226,0.00594838,5.32109,7.264,24.5677,1.299
"SAT3",0.181241,8.78138,1.63821,0.24308,1.98772,6.39047,4.03036,0.0471294,0.00570422,6.17791,7.6254,19.1652,2.3904
"SAT3",0.146884,8.38878,1.67881,0.139655,3.47194,8.57539,3.68877,0.053655,0.00707924,7.25252,7.36275,30.0756,3.44275
"SAT3",0.103617,9.95311,1.19985,0.132832,1.77688,7.35266,4.09048,0.0392815,0.00579498,8.02113,7.52453,35.2484,0.887025
"SAT3",0.205468,7.90192,1.85183,0.198963,3.66056,6.17046,3.05248,0.043236,0.00692055,6.33581,6.66475,24.0856,1.83725
"SAT3",0.108241,7.3166,1.48439,0.181478,2.54861,8.27143,3.93779,0.0325755,0.00629403,6.14667,6.86825,28.2792,0.93325
"SAT3",0.154558,9.54872,1.73074,0.136444,3.34095,8.59676,3.91663,0.0483308,0.00701464,8.01988,7.69375,39.7261,3.25125
"SAT3",0.247835,8.90333,1.85205,0.158182,3.42843,8.82697,3.23367,0.0490005,0.00892412,7.28734,7.20525,26.9002,3.41275
"SAT3",0.134389,9.78143,1.62504,0.154602,2.12677,6.26217,3.97559,0.0610673,0.00607545,7.26912,7.63325,25.9238,2.54325
"SAT3",0.0763016,9.68014,1.85287,0.113725,3.63796,8.86061,4.22091,0.0626054,0.00814441,8.45917,7.7,35.1151,3.85
"SAT3",0.115973,8.41126,1.67182,0.124416,3.30932,7.2283,3.81965,0.0588289,0.00743117,7.33029,7.26575,31.4401,3.18825
"SAT3",0.207432,8.74937,1.57987,0.214136,2.3669,5.51383,3.40623,0.0478837,0.00648273,6.14149,7.40675,20.5848,2.82175
"SAT3",0.19489,9.08354,1.60577,0.135164,2.54515,7.98395,3.49045,0.0472915,0.00666822,7.61338,6.71425,30.8139,1.39175
"SAT3",0.146011,8.77587,1.71717,0.151121,2.34337,7.96032,3.63466,0.0320022,0.00659732,6.98228,6.99908,29.2953,1.59908
"SAT3",0.186351,7.2269,1.08484,0.170711,2.2583,5.85533,3.26978,0.044332,0.00658407,6.02172,6.9294,31.4805,0.8094
"SAT3",0.0806682,10.0563,1.98254,0.167493,2.43298,8.56854,4.00177,0.0351396,0.0062633,7.75519,7.0775,27.9777,2.3675
"SAT3",0.244332,7.53407,1.66579,0.165881,3.57682,6.29492,3.31736,0.0434932,0.00732072,6.29287,7.41557,25.5037,3.58557
"SAT3",0.229404,8.99706,1.38725,0.145818,2.12776,6.12031,3.44575,0.0435204,0.00614769,7.41857,7.87763,37.7765,2.31263
"SAT3",0.170045,10.8118,1.34884,0.116732,2.00452,8.93604,3.81725,0.0648699,0.00611279,8.68451,7.90185,39.0047,2.38685
"SAT3",0.15939,7.58507,1.15356,0.154276,1.80461,6.80175,3.7753,0.0462023,0.0057401,6.02261,7.22575,34.2546,0.52825
"SAT3",0.186123,7.54488,1.54923,0.183848,2.68906,6.77326,3.5554,0.0502098,0.00593064,6.09332,6.7975,23.6412,1.51
"SAT3",0.109084,8.66295,1.55254,0.17343,2.25209,7.05756,3.26687,0.0487568,0.00613374,6.26951,7.13625,22.9199,1.51375
"SAT3",0.144606,8.33528,1.44803,0.138732,2.70545,6.02203,3.18011,0.0446285,0.00717154,7.16384,7.3325,31.7211,2.36
"SAT3",0.158664,9.59297,1.49953,0.119205,2.5225,7.28829,3.15405,0.0520001,0.00695061,8.35856,6.757,39.3449,1.732
"SAT3",0.0859739,7.97716,1.21751,0.126386,1.87093,7.49606,4.27924,0.0443328,0.00603318,6.86987,7.15938,38.9976,0.486875
"SAT3",0.113346,7.18935,1.39953,0.152806,1.96839,5.83313,3.21947,0.0446394,0.00606511,6.06099,6.75315,28.5404,0.67565
"SAT3",0.23592,7.65422,1.97405,0.223168,3.12939,7.91005,4.11076,0.0371305,0.00672988,6.32219,6.7978,23.0756,3.1203
"SAT3",0.141334,6.67485,1.12063,0.172914,1.84996,5.4709,3.67044,0.0416497,0.00601553,5.71075,7.18625,27.2476,1.05375
"SAT3",0.127935,7.86761,1.53793,0.164186,1.78162,6.93533,3.55608,0.0357031,0.00564818,6.27732,7.0805,27.1293,0.888
"SAT3",0.244052,9.20755,1.80158,0.133838,2.71907,7.52498,3.7003,0.051811,0.00685907,7.76813,7.2685,29.608,2.8335
"SAT3",0.16187,9.11951,1.57777,0.156301,2.0113,6.56939,3.79841,0.0472457,0.00606896,7.16671,7.09275,28.5619,1.13775
"SAT3",0.141186,8.40802,1.36068,0.146745,2.23188,7.01353,3.77147,0.0413195,0.00645596,6.74645,7.06322,33.1601,0.77822
"SAT3",0.115788,7.22846,1.44083,0.349811,2.04624,6.0272,4.00883,0.0558864,0.00618984,4.60117,7.6495,16.3536,2.607
"SAT3",0.190079,6.5297,1.61174,0.172193,3.31213,7.73186,3.41454,0.0524019,0.00626806,5.89216,7.20475,23.935,3.48725
"SAT3",0.139185,8.65714,1.68963,0.227256,2.21666,4.80252,3.57651,0.0471691,0.0060667,6.63529,7.56225,23.556,2.69975
"SAT3",0.0924085,6.05774,1.55248,0.170223,3.37063,7.48875,3.8413,0.0428173,0.00745509,5.38973,6.69148,27.4287,1.70398
"SAT3",0.102647,8.25696,1.96138,0.137392,3.12018,6.76076,4.02197,0.0580114,0.00759427,7.10484,7.6225,29.2703,3.8775
"SAT3",0.0934833,7.75725,1.5116,0.167851,2.21931,6.80171,4.00641,0.0434864,0.0062026,6.17832,6.91395,29.2409,1.60645
"SAT3",0.117514,8.60281,1.61219,0.183605,2.19829,5.7796,4.06631,0.0561159,0.0063467,6.5305,7.799,21.5051,2.664
"SAT3",0.31907,7.20559,1.34123,0.166232,1.84245,6.53997,2.91068,0.0390001,0.00580611,5.81895,6.66276,32.1936,0.340255
"SAT3",0.138949,8.26342,1.57849,0.162382,3.07663,7.65088,3.81406,0.0638964,0.00750347,6.59192,6.97725,27.9806,2.00475
"SAT3",0.0994543,7.00319,1.87466,0.122227,4.24627,7.73425,3.9868,0.0469149,0.00711462,6.30479,5.26398,38.694,1.50398
"SAT3",0.14372,9.17076,1.67553,0.207606,2.58604,8.74065,3.98383,0.0411244,0.00594595,6.96746,7.5895,23.2934,2.7645
"SAT3",0.31013,9.26358,1.3115,0.162498,1.85309,8.71569,2.95962,0.0526677,0.00599606,6.92691,7.449,24.5285,1.469
"SAT3",0.0858669,8.43294,1.0502,0.137073,1.76639,6.13331,3.77169,0.0442335,0.00595213,7.04694,7.2725,31.9728,0.8225
"SAT3",0.157326,7.5696,1.42668,0.161444,1.80027,6.80175,3.76232,0.061966,0.00564188,5.59775,7.084,23.2257,0.9465
"SAT3",0.0965341,10.3542,1.35374,0.123641,1.76653,8.05428,3.79,0.0465614,0.00594035,8.16467,7.30675,35.8134,0.64425
"SAT3",0.173358,9.77863,1.40906,0.123839,2.45784,8.40017,3.74058,0.0577748,0.00573465,8.03411,7.2145,36.6275,1.2795
"SAT3",0.075,9.57674,1.26225,0.123573,1.91638,8.48766,3.55755,0.0457451,0.00616846,7.74125,7.26425,33.7536,1.05425
"SAT3",0.0768704,9.12744,1.20993,0.123656,1.78454,8.94111,4.16347,0.0421731,0.00575887,7.35851,7.16,36.4576,0.3525
"SAT3",0.157509,6.81332,1.4652,0.165089,2.5017,5.25561,3.96892,0.0389164,0.00587004,5.70873,6.3418,26.4699,0.5868
"SAT3",0.121014,7.8887,1.89743,0.365577,2.37017,5.76997,3.52208,0.0465791,0.00649208,6.04798,7.436,20.9418,2.8985
"SAT3",0.166905,7.77771,1.02704,0.139444,1.62795,5.69564,3.36655,0.0573457,0.00538285,6.15637,7.03667,31.9828,0.299175
"SAT3",0.181452,8.34557,1.381,0.145029,1.99385,8.28672,3.55772,0.0460001,0.00605073,6.75414,7.21675,28.3962,1.08425
"SAT3",0.217493,8.25158,1.51302,0.165177,2.28695,6.69059,3.51597,0.0560943,0.00556002,6.37404,7.43825,23.5239,2.33575
"SAT3",0.15976,9.54192,1.61126,0.116354,2.89893,7.85636,3.28793,0.0580632,0.00660798,8.1689,7.10642,38.088,3.00393
"SAT3",0.126775,9.02217,1.16348,0.136784,1.90378,7.98233,3.47147,0.0465132,0.00582581,7.27972,7.4005,32.9423,1.0655
"SAT3",0.122221,7.58861,1.55541,0.136092,2.30456,5.80627,3.05161,0.0585238,0.00611544,6.17054,6.832,27.2878,1.3045
"SAT3",0.075,8.8265,1.70384,0.129661,1.94,7.6954,3.72924,0.0441179,0.00571593,7.00285,7.3725,36.6265,0.99
"SAT3",0.0790619,7.48748,1.56,0.144792,3.11203,7.56525,3.25033,0.0450756,0.00624542,6.53282,6.9165,29.5702,1.9515
"SAT3",0.233245,8.23164,1.88325,0.29904,2.50293,7.26063,3.32404,0.034918,0.00643759,6.22804,7.18975,20.9075,2.76225
"SAT3",0.0848849,9.61371,1.93004,0.167991,2.65303,7.59637,3.73527,0.046204,0.00672336,7.56558,7.385,24.7037,3.04
"SAT3",0.138269,7.18027,1.3283,0.168354,1.97944,5.41771,3.60659,0.0480674,0.00595822,5.93478,7.14625,25.7284,1.26125
"SAT3",0.110181,7.97019,1.45607,0.135723,2.04063,6.78943,4.34616,0.0422981,0.00631648,6.72874,6.91755,29.8956,0.90755
"SAT3",0.116514,9.55971,1.46072,0.128216,2.18243,6.82324,3.4475,0.0568508,0.0064497,7.74506,7.14875,37.9922,1.29125
"SAT3",0.119111,9.11685,1.36672,0.147991,1.87574,8.35754,4.14427,0.0413628,0.00608288,7.24581,7.10725,30.6222,0.84725
"SAT3",0.203171,8.42215,1.32249,0.221353,2.23405,5.92979,3.30909,0.0456555,0.00627663,6.10597,7.12325,21.8718,2.32075
"SAT3",0.305146,5.97669,1.30865,0.17944,2.23153,6.38945,3.10361,0.0488875,0.00630405,4.86414,7.11862,22.3484,1.72863
"SAT3",0.151166,6.95768,1.24795,0.181333,1.78794,6.86975,3.91051,0.0487509,0.00584522,5.65288,6.71,24.6594,0.565
"SAT3",0.107624,8.57597,1.56829,0.131786,3.0663,7.94161,3.67685,0.0507833,0.0073775,7.55994,7.26975,41.5365,2.06225
"SAT3",0.142089,8.60096,1.21923,0.119758,1.90256,4.10025,3.35741,0.0477686,0.00574656,7.15544,7.10775,37.1261,0.53025
"SAT3",0.0906653,8.55064,1.73478,0.13785,2.94324,7.5289,4.37037,0.0525697,0.00597688,7.32122,7.74012,32.8508,3.45262
"SAT3",0.184042,7.43656,2.01632,0.173096,3.0191,5.71396,3.9527,0.0548436,0.00713545,6.38038,7.1675,22.7951,3.4175
"SAT3",0.0924433,9.44793,1.63413,0.114153,2.49614,8.01428,3.4784,0.0539421,0.0067079,7.91879,7.37575,39.746,1.86575
"SAT3",0.166288,8.70459,1.67252,0.136988,2.60325,6.11003,3.28146,0.0455129,0.00675069,7.23156,7.73625,30.4015,2.88875
"SAT3",0.104471,6.67081,1.91274,0.174774,3.17441,6.18027,3.96161,0.067402,0.00713326,5.77984,7.2385,21.5718,3.7235
"SAT3",0.147416,8.11184,1.48493,0.150988,3.476,7.32011,3.46146,0.0485878,0.00658846,7.06416,7.86,39.3051,2.88
"SAT3",0.16115,6.35014,1.16184,0.154088,1.83801,4.60367,3.62513,0.0396188,0.0055826,5.19211,7.06785,28.065,0.71035
"SAT3",0.100988,8.10436,1.47732,0.14996,2.15504,6.0478,3.76566,0.0355794,0.00672803,6.79205,6.68063,32.1962,1.29563
"SAT3",0.198566,7.98523,1.56927,0.157656,2.3104,6.8891,3.47833,0.0514307,0.00633905,6.1366,6.9515,26.439,1.439
"SAT3",0.105576,9.36323,1.47852,0.134213,2.00796,7.01305,3.4881,0.0560761,0.00612129,7.12639,7.1297,28.9815,1.0547
"SAT3",0.105818,7.7539,1.44381,0.149828,2.77414,6.2512,4.12268,0.0382293,0.0060287,6.64865,6.5045,38.3898,1.442
"SAT3",0.075,8.55866,1.66393,0.221534,2.84362,8.75532,3.69277,0.0430724,0.00721319,7.3199,7.625,24.61,3.845
"SAT3",0.0795622,8.1802,1.52142,0.149478,2.83773,8.17244,3.86491,0.0414007,0.00691706,7.35406,7.3,33.0698,2.97
"SAT3",0.121434,7.92818,1.47117,0.151607,2.14253,7.59681,3.96356,0.034266,0.00612455,6.92746,6.55342,35.6106,0.710925
"SAT3",0.0832095,9.22088,2.04663,0.206973,3.6951,7.14557,3.97598,0.0565826,0.00780296,7.29361,7.53125,22.5231,3.58875
"SAT3",0.0967785,8.84836,1.88596,0.156832,2.95973,5.76169,4.3017,0.0528025,0.0070797,7.29426,7.2125,25.6693,3.45
"SAT3",0.208317,8.00398,1.72101,0.232571,2.83604,6.00089,3.32143,0.044899,0.00749416,6.09942,7.25777,22.438,2.70277
"SAT3",0.128794,8.7053,1.22649,0.142036,2.05624,7.57055,3.46181,0.0428272,0.0060959,7.20957,6.99525,31.3723,1.15025
"SAT3",0.147475,8.92544,1.42208,0.212651,1.85037,7.46135,4.0438,0.0496764,0.00592909,6.16341,7.47725,22.152,2.00225
"SAT3",0.173747,9.82186,1.47726,0.202908,1.93709,8.15516,3.5616,0.0320001,0.00594512,6.98448,7.4655,24.0749,1.9505
"SAT3",0.128188,7.11164,1.04358,0.189085,1.59119,5.77469,3.77882,0.0453939,0.00562209,5.71146,7.394,24.8986,0.7715
"SAT3",0.194284,7.40309,1.60454,0.243221,2.54942,6.78373,3.43723,0.0340001,0.0057353,5.81555,7.02175,22.9312,2.22925
"SAT3",0.085074,8.52364,1.10904,0.140672,1.91589,9.50833,3.55662,0.0401268,0.00578966,7.22617,7.36675,33.8783,0.83675
"SAT3",0.146062,7.41903,2.00273,0.21705,3.17628,6.77441,3.58478,0.0496937,0.00723971,5.99661,7.155,19.818,3.6875
"SAT3",0.213776,8.71969,1.73025,0.151063,3.92435,8.86468,3.47738,0.0555777,0.0069425,7.3221,7.3175,28.0466,3.5025
"SAT3",0.225865,8.55199,1.2388,0.20784,1.77143,7.30649,3.6201,0.0390001,0.00602124,6.05818,7.68678,21.3827,1.45178
"SAT3",0.112689,8.43064,1.46571,0.152509,2.35566,6.5895,3.84533,0.0580043,0.0065949,6.8801,7.88975,26.7625,2.87725
"SAT3",0.189779,7.94941,1.0122,0.154251,1.57611,7.1527,3.27036,0.0390081,0.00560241,6.48253,7.19693,30.3064,0.214425
"SAT3",0.075,10.2479,1.52421,0.151768,2.0023,8.93238,4.08656,0.050246,0.00615328,7.62919,7.53745,27.0018,1.97495
"SAT3",0.194127,9.11151,1.70031,0.190753,3.40792,6.0024,3.28911,0.0454248,0.00639979,7.28857,7.2475,26.9548,3.405
"SAT3",0.150598,10.0865,1.72408,0.222101,2.3366,6.37282,3.9148,0.0471393,0.00639541,7.31222,7.4285,22.3618,2.606
"SAT3",0.129332,8.60921,2.06091,0.16689,3.85004,7.97916,3.88551,0.0416771,0.00849461,7.47497,7.31,27.0841,4.02
"SAT3",0.137801,8.30771,1.29744,0.202038,1.60143,5.76487,3.80111,0.0441509,0.00565007,5.8117,7.44763,21.2996,1.24513
"SAT3",0.225179,9.09157,1.21653,0.211201,1.73884,5.26579,3.62359,0.041506,0.00581155,6.59191,7.55075,23.1641,1.48575
"SAT3",0.0990432,8.402,1.65775,0.214802,2.44551,4.82234,3.83397,0.0504792,0.00672465,6.63295,7.42,22.6142,3.0325
"SAT3",0.195285,9.63371,1.37159,0.170695,2.63844,6.4756,3.78054,0.0327056,0.00675446,7.66716,7.2695,27.3447,2.2645
"SAT3",0.180261,7.74693,1.8497,0.18323,2.8363,4.8827,4.08945,0.040432,0.00631059,6.1121,7.34475,24.2554,2.72225
"SAT3",0.272543,7.63102,1.32547,0.177524,2.35193,7.19065,3.44818,0.0488368,0.00666552,6.54273,7.8735,30.8119,2.986
"SAT3",0.163812,10.0864,1.70013,0.113652,2.80408,7.59138,3.40823,0.0597842,0.00704188,8.41337,7.97675,39.4655,3.11175
"SAT3",0.128489,7.65143,1.72848,0.150622,2.72615,5.87001,3.69245,0.0491337,0.00699043,6.52844,7.60475,26.0861,2.91225
"SAT3",0.127194,8.47025,1.27066,0.148731,1.81974,8.35784,3.48604,0.0415431,0.00596446,6.93009,6.973,29.1757,0.7155
"SAT3",0.19533,9.39221,1.17956,0.130255,1.81999,6.98126,3.44491,0.0561771,0.00610121,7.80837,8.174,39.4091,2.3365
"SAT3",0.134451,9.86471,1.30766,0.13322,1.71029,9.47737,3.64414,0.0334555,0.0055978,8.002,7.0775,33.8153,0.395
"SAT3",0.130421,8.16728,1.25547,0.153966,1.73585,5.94962,3.56938,0.055317,0.00558908,6.26418,7.246,31.1125,0.681
"SAT3",0.218328,9.08048,1.89121,0.204708,3.2416,5.79784,3.51761,0.0527691,0.00667023,6.59191,7.12975,21.7629,3.19475
"SAT3",0.0860002,7.78992,1.40078,0.152648,2.27747,7.01588,3.60869,0.0436668,0.00629683,6.53124,6.2085,35.4788,1.4085
"SAT3",0.12618,7.87172,1.72238,0.14442,3.16214,8.00791,3.77645,0.0411761,0.00715677,6.9117,6.5475,29.8009,1.7875
"SAT3",0.075,7.49206,1.61913,0.178511,2.8182,7.81627,3.99685,0.044589,0.00601515,6.4954,7.52975,25.57,3.07475
"SAT3",0.130974,8.12207,1.52039,0.134042,2.59602,8.08459,3.8788,0.0632973,0.00669272,6.9158,7.06125,28.0088,1.82375
"SAT3",0.0824885,8.76171,1.7816,0.130164,2.92013,7.04664,3.90882,0.0497691,0.00739187,7.67647,7.7385,31.7229,3.461
"SAT3",0.1762,9.32401,1.60934,0.138216,3.35564,7.33253,3.35059,0.041166,0.00645445,8.43183,7.64275,42.9622,4.03025
"SAT3",0.119021,8.16651,1.32593,0.174884,1.78108,6.6879,3.71674,0.0484877,0.00621711,6.45522,7.604,24.9077,1.9565
"SAT3",0.123754,8.91421,1.47336,0.136891,2.97108,5.75577,3.62589,0.0587395,0.00684831,7.62054,7.826,34.1601,3.1785
"SAT3",0.171517,8.55933,1.29527,0.143356,1.70555,6.30433,3.71226,0.042303,0.00579837,6.62133,7.4205,32.1812,0.4755
"SAT3",0.136209,9.39089,1.32514,0.138696,2.29712,4.91325,3.63366,0.0340001,0.00661587,7.87724,7.01415,36.102,0.95415
"SAT3",0.160248,9.4913,1.54288,0.118072,2.84635,6.24586,3.68439,0.0673631,0.00728711,8.05039,8.115,39.5944,3.455
"SAT3",0.167828,7.95538,1.2673,0.161155,2.20357,7.17599,2.99314,0.0390001,0.00646333,6.67591,6.90207,30.5885,1.27208
"SAT3",0.075,9.81444,1.3164,0.155179,1.83343,8.27411,3.648,0.0423799,0.00574316,7.55336,7.1689,30.5379,0.5814
"SAT3",0.165346,7.64484,1.65403,0.189466,2.58662,7.40546,3.77235,0.0474963,0.00664648,6.14095,7.11475,22.7366,2.46975
